"target","key","acousticness","danceability","duration_ms","instrumentalness","loudness","speechiness","valence",".fitted",".resid",".std.resid",".hat",".sigma",".cooksd"
"1","Other",0.456,0.514,215613,0.000181,-7.062,0.0267,0.532,0.244825131034435,1.67762395915097,1.67924236291549,0.00192661156670703,1.11688296817645,0.000596569085460698
"1","Other",0.128,0.313,286960,0.0787,-7.265,0.0335,0.186,0.300171943568054,1.55138636276337,1.55384509347376,0.00316220121468767,1.11697344125119,0.000741927994933177
"1","Other",0.246,0.676,254769,0,-8.699,0.0366,0.301,0.398482935067651,1.35653278956729,1.35792546713584,0.00205013226824484,1.11710073485365,0.000310743931837825
"1","Other",0.12,0.532,213622,0,-9.912,0.187,0.486,0.57985819758895,1.04400353663105,1.04559772774318,0.00304701466435916,1.11726821875104,0.000222125941169103
"1","Other",0.00426,0.646,283067,0.277,-10.775,0.0427,0.176,0.624492480762378,0.970377235822767,0.972192377134543,0.00373063370117694,1.11730126170869,0.000226006266001022
"1","D",0.193,0.598,238307,0.138,-15.086,0.0647,0.0359,0.650337487034328,0.92764631192466,0.932973199272663,0.0113865654470018,1.11731793021786,0.000626397501499199
"1","Other",0.0174,0.754,113373,9.4e-05,-8.873,0.127,0.599,0.585051502980168,1.03542783074744,1.03762562090015,0.00423170466068873,1.11727192376506,0.000302690546390286
"1","D",0.000392,0.294,311360,0.865,-3.626,0.0378,0.136,0.65674186585216,0.917021522046889,0.923539908020379,0.0140662734489829,1.11732183703254,0.000756327244083097
"1","D",0.435,0.622,287427,0.471,-14.36,0.0331,0.328,0.71429808835474,0.820310810698762,0.823383763751108,0.00745027749794288,1.11736086758786,0.000302483411819005
"1","Other",0.257,0.559,225347,0.000171,-8.699,0.0469,0.671,0.415830957352776,1.32474635596539,1.32594690866727,0.0018100410892003,1.11711988463232,0.000255201815884672
"1","Other",0.000145,0.54,293646,0.753,-6.64,0.0406,0.87,0.781475447134412,0.70224147873572,0.704229247874177,0.0056372659596364,1.11740147091132,0.000159427687931477
"1","Other",0.273,0.793,232251,0,-6.641,0.0572,0.887,0.522925717788006,1.13869737507614,1.14016011988785,0.00256421267001418,1.11722210705579,0.000235141970545229
"1","Other",0.374,0.549,223720,3.5e-06,-11.164,0.0633,0.785,0.455037891050558,1.25489010392491,1.25714108294959,0.0035779019640777,1.11715953945359,0.000431579175139891
"1","Other",0.00266,0.557,186397,0.771,-10.088,0.0578,0.259,0.699668881575572,0.845160437043271,0.847727806121545,0.00604788797217012,1.11735179261107,0.000262772910204029
"1","D",0.000546,0.597,279240,0.051,-8.39,0.03,0.361,0.62473663338712,0.969974334335314,0.973571645639606,0.0073762734445122,1.11730066301057,0.000449683447480146
"1","Other",0.00781,0.879,213786,1.45e-05,-7.83,0.0775,0.277,0.569451154315128,1.06120899844812,1.06382012753867,0.00490294277432821,1.11725964340833,0.000374362114886715
"1","Other",0.125,0.726,334173,0.89,-10.742,0.0433,0.472,0.844163499494322,0.582080893634951,0.583220803872957,0.00390519764763124,1.11743622205879,7.26581420509401e-05
"1","D",0.00158,0.857,134062,0,-4.664,0.0995,0.251,0.577181914596907,1.04842528161572,1.0544608617673,0.0114149457407556,1.11726406633208,0.00085563119833062
"1","Other",0.0132,0.807,330920,0.666,-5.485,0.0399,0.797,0.819280164082215,0.631393970416031,0.632692481442416,0.00410050240882199,1.11742280435565,9.11967640143339e-05
"1","Other",0.783,0.596,196627,0.569,-6.546,0.03,0.197,0.241976871796403,1.68458489158718,1.69087753464238,0.00742920029655102,1.11687421730593,0.00236225989523636
"1","Other",0.518,0.683,155133,2.08e-05,-6.852,0.0289,0.967,0.320223955764414,1.50912866662429,1.51265673837989,0.00465929551078848,1.11700162562733,0.000998363658210112
"1","Other",0.0548,0.768,239908,0.13,-5.915,0.0427,0.887,0.622999294502738,0.972841089402258,0.974000776302964,0.00237986774249018,1.11730047656494,0.000144702828737495
"1","Other",0.727,0.506,160400,0,-5.626,0.105,0.936,0.229382160491745,1.71602205303886,1.72150321473563,0.00635774107992576,1.11685089440488,0.00216332689664161
"1","Other",0.000313,0.457,293533,0.000215,-5.295,0.0471,0.297,0.377668813900079,1.39551970327405,1.39723701504338,0.00245664321332697,1.11707656807322,0.000406807513915956
"1","Other",0.34,0.468,386760,0.821,-8.131,0.0278,0.324,0.630467758213845,0.960513676881525,0.963578502172857,0.00635122345592467,1.11730498151716,0.00037703445820332
"1","Other",0.47,0.537,232453,1.86e-05,-8.261,0.0289,0.549,0.281582619382475,1.59206116562523,1.59358599555144,0.00191279342348969,1.11694552895233,0.000489893952421639
"1","D#",0.855,0.515,378253,0.463,-13.382,0.0351,0.194,0.270141061884308,1.6179066753003,1.63457071001431,0.0202855609783499,1.11691600399055,0.00571000295513426
"1","D",0.00502,0.429,196933,1.54e-05,-6.156,0.0371,0.174,0.398758799564544,1.35602253466018,1.36166968685574,0.00827725290677929,1.11709846283044,0.00126894888617786
"1","Other",0.555,0.791,187210,0.00155,-8.377,0.0588,0.733,0.378211056881341,1.39449122452946,1.3969793873689,0.00355903175947012,1.11707672869656,0.00058930141949233
"1","Other",0.186,0.711,221350,0,-6.248,0.252,0.403,0.598402629309621,1.01340165623681,1.0149517754867,0.00305223470002157,1.11728230628791,0.000206096437430369
"1","Other",0.0249,0.683,201049,0.627,-8.569,0.222,0.921,0.877862132897685,0.510422808485499,0.511419040969158,0.00389215920797526,1.11745375356716,5.45760242673585e-05
"1","Other",0.0108,0.309,257867,0.854,-16.4,0.0366,0.46,0.799094727642532,0.669739923392543,0.672843807590065,0.00920488507194037,1.11741111171346,0.000235745670723645
"1","Other",0.193,0.867,460400,0.000219,-7.54,0.237,0.761,0.844943485594397,0.580492092650657,0.582020084600213,0.00524375791182102,1.1174365341442,9.72459766779749e-05
"1","Other",0.0192,0.619,275533,0.263,-9.366,0.0343,0.853,0.698096053817643,0.84781905235527,0.849287337302919,0.00345469822926305,1.1173512022346,0.000150442184874749
"1","Other",0.00776,0.898,429897,0.292,-11.089,0.0571,0.868,0.886365826181445,0.491173120657034,0.492073149204182,0.00365476331324059,1.11745808380176,4.71992952733703e-05
"1","Other",0.17,0.589,206240,0.000406,-8.109,0.076,0.76,0.486989874006072,1.19959322164728,1.20083136112381,0.00206107404127567,1.11719041952292,0.00021801765976794
"1","Other",0.0221,0.606,234987,1.65e-05,-9.168,0.0729,0.958,0.637173974640582,0.949434089438485,0.951621055834733,0.00459101529165257,1.11731009031622,0.000263843274927594
"1","Other",0.0397,0.786,302840,0.272,-11.416,0.262,0.68,0.892158776478984,0.477726201302307,0.478365707868329,0.00267192690061858,1.11746105089935,3.24706617092121e-05
"1","Other",0.0213,0.734,321933,0,-9.682,0.386,0.72,0.893045282853164,0.475642703526765,0.476662539426748,0.00427449119124422,1.11746141371034,5.16335068844165e-05
"1","Other",0.0454,0.812,268421,0,-4.502,0.0491,0.399,0.491545451734609,1.19180608163987,1.19352387420615,0.00287645086506254,1.11719432314482,0.000299259170809696
"1","Other",0.00672,0.876,213246,1.06e-05,-5.471,0.0645,0.249,0.49838212961807,1.18015945333941,1.18312040261661,0.00499905866645369,1.11719983949404,0.000508220043160915
"1","Other",0.00488,0.601,467587,0.0365,-5.866,0.0448,0.566,0.635473949017697,0.952243857511271,0.955581903097619,0.00697421190816525,1.11730840511917,0.000405699903550848
"1","Other",0.00419,0.748,213053,0,-3.103,0.0531,0.533,0.446532094603668,1.26983778557539,1.27102009486538,0.00185954478570729,1.11715171077063,0.000231346582708829
"1","Other",0.17,0.615,214150,0,-3.903,0.0677,0.601,0.371689738145256,1.40690853288727,1.40780627898996,0.00127497635655121,1.11706995289221,0.000216074665850412
"1","Other",0.0604,0.799,333520,0,-8.208,0.0396,0.833,0.683645944575173,0.872141181533926,0.873615844437843,0.00337314918988217,1.11734185189196,0.000157149334761803
"1","Other",0.0571,0.398,247390,0.0172,-7.388,0.0374,0.689,0.422019590190796,1.31354752009247,1.31609942254995,0.00387421855561204,1.11712568965568,0.000534732109066705
"1","Other",0.716,0.685,427227,0.518,-9.031,0.0475,0.649,0.596882602145583,1.01590829433494,1.02037816127719,0.00874200716071256,1.11727984239334,0.0006008697978137
"1","Other",0.0151,0.706,299799,0,-6.492,0.055,0.463,0.546205888958938,1.09978114942102,1.10079500253114,0.00184118971978686,1.11724178775118,0.000153532997858507
"1","Other",0.228,0.63,315595,0.00661,-4.914,0.059,0.805,0.483195280244761,1.20609651364608,1.2080012624503,0.00315106810095896,1.11718656622645,0.00033915863696526
"1","Other",0.017,0.57,237480,5.74e-05,-5.822,0.0844,0.267,0.417624453784218,1.32149361422275,1.32260008111555,0.00167246937603743,1.11712186242118,0.000234007237147137
"1","Other",0.247,0.525,292760,0,-6.874,0.816,0.943,0.952470929227537,0.312075929680792,0.313533940037753,0.00927886979269768,1.11749016558395,4.7173687228984e-05
"1","Other",0.123,0.698,236760,0,-5.332,0.105,0.46,0.476672899417237,1.21731242397446,1.21796218063879,0.0010666724452497,1.11718117487002,0.000117357496019225
"1","Other",0.00705,0.763,213375,0.032,-4.722,0.0533,0.347,0.456992437672731,1.25146988456529,1.25305887741958,0.00253457421520535,1.11716182571885,0.000302695646480237
"1","Other",0.181,0.511,160907,0,-7.032,0.042,0.814,0.374589487210977,1.4013740067555,1.40366181258332,0.00325711133316011,1.1170725528122,0.000547363588911037
"1","Other",0.378,0.506,159253,0.0293,-5.78,0.0392,0.855,0.288235844517655,1.57732446211324,1.5801836354709,0.00361551228511777,1.11695502104388,0.000899298877978006
"1","Other",0.677,0.513,162040,6.43e-05,-5.072,0.0315,0.521,0.139381754727787,1.98521468538166,1.98835253874698,0.0031537439704655,1.11662993628157,0.00195963275636545
"1","Other",0.488,0.251,126827,7.34e-06,-2.685,0.128,0.587,0.142955602868205,1.9724204249505,1.97704971906768,0.00467754987524296,1.11663994093184,0.00283069426969618
"1","Other",0.487,0.559,111270,0,-3.265,0.0329,0.842,0.192367038401575,1.81568173064901,1.81954920148634,0.00424650310015638,1.11677340878315,0.00179808882310506
"1","Other",0.7,0.431,158685,6.37e-06,-7.945,0.0365,0.632,0.162784192885834,1.90542904639538,1.90870153069076,0.00342607672528855,1.11669922205083,0.00177420269794695
"1","Other",0.403,0.683,142333,0,-7.445,0.114,0.93,0.442351847648729,1.27722329932414,1.27973782715483,0.00392589389488511,1.11714674941158,0.000498824388744776
"1","D",0.656,0.78,149440,0,-10.251,0.0329,0.967,0.490109606995076,1.19425811711437,1.20187035144033,0.0126271983945816,1.11718986256378,0.00134749852393384
"1","Other",0.00904,0.614,196352,0.000131,-2.536,0.143,0.354,0.416860591858248,1.32287824471386,1.32423677268016,0.0020507376637568,1.11712089585248,0.000288054547424593
"1","Other",0.141,0.661,196615,0,-10.113,0.548,0.657,0.888421076059202,0.486434915746546,0.488391575659679,0.00799661785177525,1.11745888894497,0.000102057130302233
"1","Other",0.119,0.564,213622,0,-9.912,0.155,0.489,0.562229659824476,1.07316808113877,1.07449437465904,0.00246716037169714,1.11725455133338,0.000193052556907092
"1","Other",0.0659,0.751,202533,0,-6.59,0.125,0.168,0.48141713629546,1.20914941795888,1.21141614473502,0.00373877483256004,1.11718472290843,0.000405769567031693
"1","D",0.00257,0.896,267024,0.000258,-8.008,0.0571,0.564,0.759356102063488,0.742003286966343,0.744630854717415,0.00704491844505093,1.11738841348855,0.000226436342277722
"1","Other",0.00256,0.618,196693,0,-5.738,0.318,0.601,0.707569535750382,0.831768441993507,0.833631814467196,0.00446549638131289,1.11735707955087,0.00018621325694725
"1","Other",0.0244,0.746,222093,0,-3.803,0.128,0.808,0.593514014740756,1.02146409774861,1.02235598432059,0.00174400610365242,1.11727894107841,0.000119861234305941
"1","Other",0.013,0.888,200080,4.85e-06,-7.797,0.154,0.221,0.623109027276337,0.972660035009361,0.975355562026407,0.00551963282950246,1.11729988740792,0.00033757436059194
"1","Other",0.0127,0.443,318750,0.952,-6.24,0.0515,0.138,0.690950020751077,0.859869509518705,0.863084627358068,0.00743641896285839,1.11734593185007,0.000337620852396231
"1","Other",0.00943,0.507,282273,0.0018,-2.325,0.188,0.472,0.500673588525013,1.17626604995533,1.17817626006042,0.00324002720352535,1.11720244414326,0.000325235043299242
"1","Other",0.000758,0.695,253773,0.000103,-3.331,0.193,0.612,0.616363087365171,0.983787641264046,0.984752576183962,0.00195879083781948,1.11729577837111,0.000122398157978732
"1","Other",0.674,0.462,226333,0.000632,-9.271,0.0916,0.748,0.287312766725486,1.57935675328271,1.58286172478418,0.00442374829372678,1.11695313072865,0.00110709631711319
"1","Other",0.0161,0.526,241440,0,-6.525,0.0356,0.299,0.377527053308718,1.39578870067562,1.39710141964364,0.00187832069029965,1.11707665261669,0.000310867390906011
"1","Other",0.107,0.645,591707,0.0266,-7.697,0.0569,0.886,0.78336988661659,0.698785085466056,0.70306725466527,0.0121442962237694,1.1174018356812,0.000344141686435369
"1","Other",0.0134,0.405,592920,7.62e-05,-6.109,0.0482,0.204,0.560294812333652,1.07637556938425,1.08574822235124,0.0171903547386825,1.11724912768462,0.00139666100237852
"1","Other",0.0219,0.735,269817,0.89,-6.177,0.0284,0.886,0.832692463746606,0.605129566561876,0.60682044622245,0.00556515156515845,1.1174299575794,0.000113072031858918
"1","Other",0.0452,0.746,238146,7.77e-05,-6.607,0.0482,0.216,0.447354704665485,1.26838754038323,1.27047110699366,0.00327730096226528,1.11715202206998,0.000407532356729318
"1","Other",0.0551,0.547,251093,0,-8.904,0.227,0.187,0.592736590453767,1.02274647581173,1.02482787809935,0.00405782998594374,1.11727781215537,0.000281086028308046
"1","Other",0.0224,0.634,221960,0,-8.982,0.172,0.659,0.666345068008157,0.901052298690004,0.902207622160263,0.00255946351195556,1.11733052538073,0.000128817028093935
"1","Other",0.244,0.607,253800,0.000177,-8.704,0.193,0.16,0.495606572156446,1.18488216148721,1.18676809550326,0.0031757434698097,1.11719791083807,0.000325267432115421
"1","Other",0.0668,0.704,199246,1.93e-06,-7.874,0.171,0.694,0.645049974558132,0.936405345192659,0.937346905032489,0.00200798005289647,1.11731610536368,0.000110937686842263
"1","Other",7.19e-05,0.558,258187,0.00746,-5.206,0.0321,0.492,0.420649766466554,1.31602028871768,1.31702177377993,0.00152025472821318,1.11712514777418,0.000210018899407606
"1","Other",0.0227,0.698,248053,0.0599,-6.616,0.111,0.786,0.649110222424925,0.929680313283413,0.930437872120401,0.00162772917778482,1.11731898413091,8.82773719421778e-05
"1","Other",0.103,0.772,191160,6.61e-05,-5.96,0.309,0.564,0.711185440070889,0.825617426334103,0.827297041136966,0.00405636598596148,1.11735942663547,0.000166074838567669
"1","Other",0.0956,0.788,238467,0,-5.767,0.0335,0.678,0.511959348192515,1.15716036499382,1.15819602927136,0.0017876097024534,1.1172128588662,0.000171020161301656
"1","Other",0.00919,0.944,261973,0,-4.141,0.108,0.891,0.704066587705557,0.837713963698738,0.838999944842279,0.00306316014582066,1.11735507659734,0.00012954321770979
"1","Other",0.354,0.729,176880,0,-4.579,0.144,0.853,0.457961054681053,1.24977688563278,1.25177368432598,0.00318780638388454,1.11716254395942,0.000379723256659317
"1","Other",0.00469,0.721,228933,0.0103,-4.378,0.306,0.578,0.72509431161804,0.801814875887671,0.803300063669699,0.00369429780588542,1.11736815529779,0.000141102886617157
"1","Other",0.00102,0.798,227587,3.22e-06,-6.335,0.263,0.482,0.730364696613346,0.792731083266698,0.793985588557826,0.00315752387359236,1.11737147411335,0.000117308789518727
"1","Other",0.0512,0.851,224653,0,-13.584,0.334,0.365,0.858304863752056,0.552803624349011,0.554446256135527,0.00591652840824707,1.11744352400453,9.8840428118725e-05
"1","Other",0.0252,0.34,147467,0,-3.397,0.0387,0.654,0.261742643602297,1.63731092605998,1.64054975867987,0.00394457466781432,1.1169116340173,0.00112141528013344
"1","Other",0.221,0.767,194066,0.0723,-6.426,0.0402,0.779,0.486444708359329,1.20052658087783,1.20176634948087,0.00206217975281547,1.11718991833657,0.000218611638642948
"1","Other",0.937,0.772,220093,0.018,-8.412,0.0536,0.592,0.230772647742671,1.71249657635754,1.71803914894001,0.00644179980267476,1.11685355347725,0.00217515888290081
"1","D",2.13e-05,0.259,350920,0.823,-6.298,0.0332,0.682,0.792615638268521,0.68178716338625,0.685891449486844,0.0119319357135295,1.11740715719386,0.000319779447213523
"1","Other",0.284,0.633,226747,0,-6.954,0.327,0.324,0.601793917200617,1.00780972659845,1.01062928942032,0.00557203257574216,1.11728425954319,0.000372843935094351
"1","D",0.0962,0.654,252095,0.0031,-12.977,0.474,0.111,0.905937722568968,0.444487827028215,0.446344672535237,0.00830292495871872,1.11746765549905,8.76577247981464e-05
"1","Other",0.334,0.726,221787,0.00135,-6.434,0.23,0.48,0.542386215504786,1.10614371269853,1.10777833352117,0.0029489921628236,1.11723834689101,0.000250281828500607
"1","Other",0.0648,0.855,310907,0,-4.968,0.143,0.433,0.639861673276693,0.94499022375285,0.946489370580496,0.00316529614181496,1.11731226324963,0.000179288029963042
"1","Other",0.185,0.704,282253,0.0972,-7.893,0.131,0.349,0.575562034625219,1.05110252978227,1.05191689854902,0.00154775255634479,1.11726526177846,0.000114490385333356
"1","Other",0.689,0.658,238560,0,-10.866,0.0448,0.197,0.24736161708818,1.67146880091548,1.67476721560921,0.00393507418569861,1.11688631784928,0.00120678993727081
"1","D",0.000472,0.502,244204,0.043,-4.982,0.0638,0.593,0.571348852315721,1.05806928517477,1.06201412077927,0.00741517275706476,1.11726049992056,0.000564662102154253
"1","Other",0.00157,0.79,217707,0,-6.432,0.271,0.314,0.6998819799158,0.844800045304943,0.846599890186678,0.00424741768955972,1.11735221891879,0.000183691622301175
"1","D",0.0233,0.738,242188,0.0317,-6.246,0.0822,0.863,0.738421268667099,0.778769275829465,0.781317958446088,0.00651341915168904,1.1173759255506,0.000233767023947921
"1","Other",0.00212,0.777,500550,0.868,-9.089,0.039,0.201,0.883844053797971,0.496939919180019,0.498306127348754,0.00547589212449886,1.11745670689273,7.27595586511391e-05
"1","Other",0.0734,0.791,219333,0,-5.972,0.235,0.581,0.685879610835557,0.86839295375539,0.869460999999112,0.00245529184058568,1.11734346745533,0.000113002126564526
"1","Other",0.19,0.735,275840,0,-8.735,0.2,0.16,0.593668598562905,1.02120911686997,1.023306554622,0.00409513301367997,1.11727850727218,0.000282597692326737
"1","Other",0.188,0.556,294360,0.911,-10.65,0.0357,0.516,0.771575235854558,0.720168165088546,0.721893820072301,0.00477519653220357,1.11739585149695,0.000142729509410343
"1","Other",0.461,0.427,206387,5.52e-05,-6.595,0.0291,0.462,0.198232120753467,1.7990645390806,1.80099014976454,0.0021372479543967,1.11678840563667,0.000868136293553064
"1","Other",0.0111,0.563,176361,2.71e-05,-9.158,0.0372,0.767,0.507501613940272,1.16469342566478,1.16713502237455,0.00417953845083236,1.11720822143538,0.000409009709233806
